date,sales,onpromotion,dcoilwtico,transactions,dayofweek,is_weekend,is_holiday_overall
2015-09-11,2509.0,8,44.75,1881.0,4,0,0
2015-09-12,2476.0,10,44.75,1264.0,5,1,0
2015-09-13,991.0,4,44.75,459.0,6,1,0
2015-09-14,2398.0,6,44.07,1762.0,0,0,0
2015-09-15,1941.0,7,44.58,1631.0,1,0,0
2015-09-16,2375.0,5,47.12,1789.0,2,0,0
2015-09-17,2144.0,7,46.93,1672.0,3,0,0
2015-09-18,2573.0,10,44.71,1823.0,4,0,0
2015-09-19,2475.0,5,44.71,1349.0,5,1,0
2015-09-20,1100.0,11,44.71,494.0,6,1,0
2015-09-21,2206.0,6,46.67,1756.0,0,0,0
2015-09-22,2165.0,10,46.17,1770.0,1,0,0
2015-09-23,2095.0,7,44.53,1844.0,2,0,0
2015-09-24,2026.0,7,44.94,1747.0,3,0,0
2015-09-25,2305.0,9,45.55,1819.0,4,0,0
2015-09-26,2730.0,8,45.55,1297.0,5,1,0
2015-09-27,1115.0,7,45.55,541.0,6,1,0
2015-09-28,2216.0,7,44.4,1772.0,0,0,0
2015-09-29,2035.0,5,45.24,1733.0,1,0,0
2015-09-30,2408.0,11,45.06,1785.0,2,0,0
2015-10-01,2081.0,0,44.75,1646.0,3,0,0
2015-10-02,2286.0,1,45.54,1856.0,4,0,0
2015-10-03,2809.0,5,45.54,1346.0,5,1,0
2015-10-04,1140.0,1,45.54,534.0,6,1,0
2015-10-05,2482.0,4,46.28,1697.0,0,0,0
2015-10-06,2094.0,3,48.53,1749.0,1,0,0
2015-10-07,2171.0,3,47.86,1815.0,2,0,0
2015-10-08,1890.0,6,49.46,1732.0,3,0,0
2015-10-09,915.0,2,49.67,570.0,4,0,1
2015-10-10,1972.0,5,49.67,1105.0,5,1,0
2015-10-11,819.0,8,49.67,488.0,6,1,0
2015-10-12,2151.0,5,47.09,1730.0,0,0,0
2015-10-13,1818.0,2,46.7,1659.0,1,0,0
2015-10-14,2093.0,6,46.63,1746.0,2,0,0
2015-10-15,1754.0,8,46.38,1725.0,3,0,0
2015-10-16,2410.0,7,47.3,1873.0,4,0,0
2015-10-17,2478.0,7,47.3,1371.0,5,1,0
2015-10-18,1307.0,5,47.3,590.0,6,1,0
2015-10-19,2189.0,6,45.91,1798.0,0,0,0
2015-10-20,1970.0,2,45.84,1728.0,1,0,0
2015-10-21,1862.0,5,45.22,1853.0,2,0,0
2015-10-22,1851.0,3,44.9,1654.0,3,0,0
2015-10-23,2262.0,1,43.91,1805.0,4,0,0
2015-10-24,2290.0,2,43.91,1270.0,5,1,0
2015-10-25,1015.0,3,43.91,573.0,6,1,0
2015-10-26,2080.0,2,43.19,1741.0,0,0,0
2015-10-27,1872.0,0,43.21,1749.0,1,0,0
2015-10-28,1940.0,2,45.93,1784.0,2,0,0
2015-10-29,1766.0,7,46.02,1658.0,3,0,0
2015-10-30,2162.0,15,46.6,1871.0,4,0,0
2015-10-31,1918.0,13,46.6,1119.0,5,1,0
2015-11-01,605.0,9,46.6,369.0,6,1,0
2015-11-02,559.0,8,46.12,423.0,0,0,1
2015-11-03,887.0,10,47.88,499.0,1,0,1
2015-11-04,2592.0,21,46.32,1846.0,2,0,0
2015-11-05,1855.0,14,45.27,1720.0,3,0,0
2015-11-06,2093.0,21,44.32,1765.0,4,0,0
2015-11-07,2149.0,12,44.32,1281.0,5,1,0
2015-11-08,1164.0,12,44.32,546.0,6,1,0
2015-11-09,2024.0,16,43.87,1744.0,0,0,0
2015-11-10,1857.0,17,44.23,1780.0,1,0,0
2015-11-11,2369.0,15,42.95,1872.0,2,0,0
2015-11-12,1822.0,16,41.74,1829.0,3,0,0
2015-11-13,2147.0,18,40.69,1789.0,4,0,0
2015-11-14,2211.0,21,40.69,1343.0,5,1,0
2015-11-15,1071.0,14,40.69,502.0,6,1,0
2015-11-16,2092.0,18,41.68,1787.0,0,0,0
2015-11-17,1927.0,18,40.73,1727.0,1,0,0
2015-11-18,2072.0,23,40.75,1825.0,2,0,0
2015-11-19,2039.0,15,40.55,1810.0,3,0,0
2015-11-20,2192.0,18,39.39,1817.0,4,0,0
2015-11-21,2154.0,26,39.39,1321.0,5,1,0
2015-11-22,1077.0,7,39.39,531.0,6,1,0
2015-11-23,2106.0,14,39.27,1858.0,0,0,0
2015-11-24,2066.0,16,40.89,1789.0,1,0,0
2015-11-25,2142.0,21,41.22,1805.0,2,0,0
2015-11-26,1920.0,11,41.22,1746.0,3,0,0
2015-11-27,2099.0,15,40.57,1862.0,4,0,1
2015-11-28,2107.0,10,40.57,1258.0,5,1,0
2015-11-29,1070.0,12,40.57,509.0,6,1,0
2015-11-30,2342.0,13,40.43,1943.0,0,0,1
2015-12-01,2462.0,20,40.58,1905.0,1,0,0
2015-12-02,2520.0,19,39.93,1994.0,2,0,0
2015-12-03,2186.0,12,41.08,1925.0,3,0,0
2015-12-04,2441.0,12,40.0,2083.0,4,0,0
2015-12-05,2306.0,10,40.0,1294.0,5,1,1
2015-12-06,1116.0,13,40.0,532.0,6,1,1
2015-12-07,2385.0,16,37.64,1945.0,0,0,0
2015-12-08,2189.0,17,37.46,1863.0,1,0,0
2015-12-09,2389.0,14,37.16,1988.0,2,0,0
2015-12-10,2259.0,15,36.76,1900.0,3,0,0
2015-12-11,2236.0,21,35.65,2035.0,4,0,0
2015-12-12,2235.0,17,35.65,1463.0,5,1,0
2015-12-13,1143.0,7,35.65,557.0,6,1,0
2015-12-14,2291.0,11,36.31,1995.0,0,0,0
2015-12-15,1881.0,17,37.32,2025.0,1,0,0
2015-12-16,2482.0,18,35.55,2241.0,2,0,0
2015-12-17,1958.0,15,34.98,2169.0,3,0,0
2015-12-18,2282.0,18,34.72,2252.0,4,0,0
2015-12-19,2545.0,19,34.72,1625.0,5,1,0
2015-12-20,1276.0,13,34.72,860.0,6,1,0
2015-12-21,2518.0,15,34.55,2364.0,0,0,1
2015-12-22,2344.0,18,36.12,2612.0,1,0,1
2015-12-23,2631.0,20,36.76,2833.0,2,0,1
2015-12-24,2221.0,15,37.62,2775.0,3,0,1
2015-12-26,1696.0,17,37.62,1149.0,5,1,1
2015-12-27,693.0,5,37.62,395.0,6,1,0
2015-12-28,1842.0,14,36.36,1775.0,0,0,0
2015-12-29,1868.0,10,37.88,1761.0,1,0,0
2015-12-30,2659.0,17,36.59,2091.0,2,0,0
2015-12-31,2179.0,17,37.13,2025.0,3,0,1
2016-01-01,0.0,0,37.13,0.0,4,0,1
2016-01-02,1856.0,7,37.13,0.0,5,1,0
2016-01-03,1048.0,1,37.13,0.0,6,1,0
2016-01-04,3005.0,3,36.81,10.0,0,0,0
2016-01-05,2374.0,9,35.97,1840.0,1,0,0
2016-01-06,2799.0,5,33.97,1996.0,2,0,0
2016-01-07,2248.0,0,33.29,1822.0,3,0,0
2016-01-08,2208.0,1,33.2,1823.0,4,0,0
2016-01-09,2360.0,0,33.2,1331.0,5,1,0
2016-01-10,991.0,4,33.2,507.0,6,1,0
2016-01-11,2001.0,1,31.42,1767.0,0,0,0
2016-01-12,2339.0,4,30.42,1744.0,1,0,0
2016-01-13,2141.0,4,30.42,1729.0,2,0,0
2016-01-14,2422.0,4,31.22,1782.0,3,0,0
2016-01-15,2100.0,2,29.45,1872.0,4,0,0
2016-01-16,2457.0,3,29.45,1329.0,5,1,0
2016-01-17,1173.0,3,29.45,513.0,6,1,0
2016-01-18,2399.0,1,29.45,1854.0,0,0,0
2016-01-19,1997.0,3,28.47,1718.0,1,0,0
2016-01-20,2376.0,5,26.68,1885.0,2,0,0
2016-01-21,1771.0,0,29.55,1667.0,3,0,0
2016-01-22,2071.0,0,32.07,1763.0,4,0,0
2016-01-23,2209.0,0,32.07,1322.0,5,1,0
2016-01-24,956.0,0,32.07,541.0,6,1,0
2016-01-25,2047.0,0,30.31,1726.0,0,0,0
2016-01-26,1882.0,2,29.54,1765.0,1,0,0
2016-01-27,2131.0,2,32.32,1884.0,2,0,0
2016-01-28,1751.0,23,33.21,1753.0,3,0,0
2016-01-29,2391.0,24,33.66,1761.0,4,0,0
2016-01-30,2340.0,25,33.66,1339.0,5,1,0
2016-01-31,1023.0,17,33.66,529.0,6,1,0
2016-02-01,2450.0,25,31.62,1787.0,0,0,0
2016-02-02,1965.0,30,29.9,1782.0,1,0,0
2016-02-03,2769.0,30,32.29,1878.0,2,0,0
2016-02-04,2083.0,29,31.63,1811.0,3,0,0
2016-02-05,2028.0,31,30.86,1934.0,4,0,0
2016-02-06,2012.0,34,30.86,1190.0,5,1,0
2016-02-07,639.0,17,30.86,401.0,6,1,0
2016-02-08,531.0,17,29.71,417.0,0,0,1
2016-02-09,742.0,20,27.96,502.0,1,0,1
2016-02-10,2247.0,30,27.54,1859.0,2,0,0
2016-02-11,2085.0,31,26.19,1679.0,3,0,0
2016-02-12,2522.0,28,29.32,1934.0,4,0,0
2016-02-13,2281.0,28,29.32,1561.0,5,1,0
2016-02-14,974.0,22,29.32,558.0,6,1,0
2016-02-15,2239.0,27,29.32,1810.0,0,0,0
2016-02-16,2539.0,7,29.05,1671.0,1,0,0
2016-02-17,2313.0,7,30.68,1888.0,2,0,0
2016-02-18,2012.0,5,30.77,1746.0,3,0,0
2016-02-19,2371.0,6,29.59,1856.0,4,0,0
2016-02-20,2760.0,8,29.59,1553.0,5,1,0
2016-02-21,1211.0,5,29.59,506.0,6,1,0
2016-02-22,2353.0,7,31.37,1758.0,0,0,0
2016-02-23,2115.0,5,31.84,1768.0,1,0,0
2016-02-24,2097.0,7,30.35,1833.0,2,0,0
2016-02-25,1854.0,7,31.4,1689.0,3,0,0
2016-02-26,2171.0,51,31.65,1774.0,4,0,0
2016-02-27,2471.0,56,31.65,1314.0,5,1,0
2016-02-28,904.0,44,31.65,463.0,6,1,0
2016-02-29,2282.0,19,32.74,1731.0,0,0,0
2016-03-01,2371.0,15,34.39,1751.0,1,0,0
2016-03-02,2432.0,15,34.57,1914.0,2,0,0
2016-03-03,2013.0,16,34.56,1728.0,3,0,0
2016-03-04,2342.0,16,35.91,1781.0,4,0,0
2016-03-05,2562.0,17,35.91,1349.0,5,1,0
2016-03-06,1048.0,11,35.91,541.0,6,1,0
2016-03-07,2165.0,11,37.9,1762.0,0,0,0
2016-03-08,2027.0,0,36.67,1820.0,1,0,0
2016-03-09,2224.0,10,37.62,1768.0,2,0,0
2016-03-10,1897.0,9,37.77,1700.0,3,0,0
2016-03-11,2208.0,13,38.51,1833.0,4,0,0
2016-03-12,2362.0,11,38.51,1354.0,5,1,0
2016-03-13,970.0,7,38.51,491.0,6,1,0
2016-03-14,2238.0,13,37.2,1761.0,0,0,0
2016-03-15,2049.0,16,36.32,1642.0,1,0,0
2016-03-16,2329.0,10,38.43,1851.0,2,0,0
2016-03-17,2101.0,10,40.17,1660.0,3,0,0
2016-03-18,2224.0,8,39.47,1861.0,4,0,0
2016-03-19,2302.0,7,39.47,1362.0,5,1,0
2016-03-20,1067.0,3,39.47,498.0,6,1,0
2016-03-21,2149.0,3,39.91,1767.0,0,0,0
2016-03-22,1991.0,6,41.45,1687.0,1,0,0
2016-03-23,2208.0,6,38.28,1799.0,2,0,0
2016-03-24,2653.0,7,38.14,1822.0,3,0,0
2016-03-25,899.0,4,38.14,521.0,4,0,1
2016-03-26,1723.0,8,38.14,1041.0,5,1,0
2016-03-27,862.0,1,38.14,475.0,6,1,0
2016-03-28,1986.0,6,37.99,1594.0,0,0,0
2016-03-29,2223.0,5,36.91,1743.0,1,0,0
2016-03-30,2163.0,6,36.91,1654.0,2,0,0
2016-03-31,2051.0,6,36.94,1714.0,3,0,0
2016-04-01,2274.0,8,35.36,1797.0,4,0,0
2016-04-02,2317.0,2,35.36,1295.0,5,1,0
2016-04-03,1112.0,2,35.36,598.0,6,1,0
2016-04-04,2067.0,4,34.3,1721.0,0,0,0
2016-04-05,1897.0,5,34.52,1753.0,1,0,0
2016-04-06,2196.0,6,37.74,1764.0,2,0,0
2016-04-07,2041.0,31,37.3,1708.0,3,0,0
2016-04-08,2262.0,41,39.74,1763.0,4,0,0
2016-04-09,2227.0,42,39.74,1277.0,5,1,0
2016-04-10,1059.0,30,39.74,534.0,6,1,0
2016-04-11,2177.0,38,40.46,1656.0,0,0,0
2016-04-12,1745.0,35,42.12,1768.0,1,0,0
2016-04-13,2342.0,47,41.7,1826.0,2,0,0
2016-04-14,1835.0,5,41.45,1662.0,3,0,0
2016-04-15,2009.0,2,40.4,1771.0,4,0,0
2016-04-16,2073.0,5,40.4,1333.0,5,1,1
2016-04-17,1717.0,3,40.4,575.0,6,1,1
2016-04-18,4155.0,1,39.74,2133.0,0,0,1
2016-04-19,5051.0,5,40.88,2079.0,1,0,1
2016-04-20,4239.0,19,42.72,2073.0,2,0,1
2016-04-21,2872.0,18,43.18,1852.0,3,0,1
2016-04-22,2940.0,19,42.76,1916.0,4,0,1
2016-04-23,2283.0,15,42.76,1357.0,5,1,1
2016-04-24,1279.0,23,42.76,513.0,6,1,1
2016-04-25,1928.0,18,41.67,1624.0,0,0,1
2016-04-26,2016.0,13,42.52,1727.0,1,0,1
2016-04-27,2347.0,19,45.29,1761.0,2,0,1
2016-04-28,2074.0,19,46.03,1718.0,3,0,1
2016-04-29,2322.0,24,45.98,1903.0,4,0,1
2016-04-30,2556.0,25,45.98,1314.0,5,1,1
2016-05-01,1148.0,17,45.98,550.0,6,1,1
2016-05-02,2321.0,10,44.75,1722.0,0,0,1
2016-05-03,1908.0,6,43.65,1726.0,1,0,1
2016-05-04,2281.0,17,43.77,1876.0,2,0,1
2016-05-05,2076.0,14,44.33,1810.0,3,0,1
2016-05-06,2642.0,7,44.58,2076.0,4,0,1
2016-05-07,2686.0,5,44.58,1486.0,5,1,1
2016-05-08,856.0,6,44.58,586.0,6,1,1
2016-05-09,2135.0,9,43.45,1692.0,0,0,1
2016-05-10,1747.0,7,44.68,1596.0,1,0,1
2016-05-11,2101.0,15,46.21,1828.0,2,0,1
2016-05-12,1792.0,10,46.64,1682.0,3,0,1
2016-05-13,2185.0,11,46.22,1829.0,4,0,1
2016-05-14,2145.0,11,46.22,1289.0,5,1,1
2016-05-15,1103.0,6,46.22,543.0,6,1,1
2016-05-16,2342.0,17,47.72,1794.0,0,0,1
2016-05-17,2116.0,9,48.29,1688.0,1,0,0
2016-05-18,2128.0,11,48.12,1687.0,2,0,0
2016-05-19,1839.0,8,48.16,1697.0,3,0,0
2016-05-20,2212.0,15,47.67,1843.0,4,0,0
2016-05-21,2202.0,9,47.67,1320.0,5,1,0
2016-05-22,852.0,5,47.67,516.0,6,1,0
2016-05-23,1870.0,8,48.12,1756.0,0,0,0
2016-05-24,1705.0,9,48.04,1709.0,1,0,0
2016-05-25,2036.0,9,49.1,1745.0,2,0,0
2016-05-26,2043.0,37,49.0,1669.0,3,0,0
2016-05-27,1106.0,24,49.36,612.0,4,0,1
2016-05-28,1691.0,32,49.36,1091.0,5,1,0
2016-05-29,868.0,25,49.36,474.0,6,1,0
2016-05-30,1992.0,33,49.36,1724.0,0,0,0
2016-05-31,2183.0,39,49.1,1769.0,1,0,0
2016-06-01,2199.0,37,49.07,1898.0,2,0,0
2016-06-02,1588.0,35,49.14,1637.0,3,0,0
2016-06-03,2143.0,31,48.69,1804.0,4,0,0
2016-06-04,2194.0,39,48.69,1261.0,5,1,0
2016-06-05,1038.0,25,48.69,489.0,6,1,0
2016-06-06,2098.0,36,49.71,1759.0,0,0,0
2016-06-07,1762.0,26,50.37,1743.0,1,0,0
2016-06-08,1994.0,38,51.23,1811.0,2,0,0
2016-06-09,1431.0,25,50.52,1577.0,3,0,0
2016-06-10,2221.0,26,49.09,1817.0,4,0,0
2016-06-11,2349.0,28,49.09,1237.0,5,1,0
2016-06-12,973.0,22,49.09,506.0,6,1,0
2016-06-13,2311.0,33,48.89,1755.0,0,0,0
2016-06-14,1708.0,21,48.49,1746.0,1,0,0
2016-06-15,2052.0,27,47.92,1837.0,2,0,0
2016-06-16,1705.0,23,46.14,1788.0,3,0,0
2016-06-17,2209.0,26,48.0,1831.0,4,0,0
2016-06-18,2104.0,27,48.0,1386.0,5,1,0
2016-06-19,989.0,21,48.0,570.0,6,1,0
2016-06-20,2232.0,34,49.4,1787.0,0,0,0
2016-06-21,1840.0,35,48.95,1623.0,1,0,0
2016-06-22,2363.0,32,49.16,1846.0,2,0,0
2016-06-23,1729.0,6,49.34,1609.0,3,0,0
2016-06-24,1862.0,6,46.7,1705.0,4,0,0
2016-06-25,2060.0,6,46.7,1241.0,5,1,0
2016-06-26,1103.0,5,46.7,485.0,6,1,0
2016-06-27,2377.0,6,45.8,1775.0,0,0,0
2016-06-28,2353.0,5,47.93,1699.0,1,0,0
2016-06-29,2009.0,5,49.85,1765.0,2,0,0
2016-06-30,1631.0,8,48.27,1622.0,3,0,0
2016-07-01,2298.0,8,49.02,1876.0,4,0,0
2016-07-02,2127.0,4,49.02,1253.0,5,1,0
2016-07-03,973.0,7,49.02,500.0,6,1,0
2016-07-04,2033.0,8,49.02,1790.0,0,0,0
2016-07-05,1941.0,13,46.73,1655.0,1,0,0
2016-07-06,2400.0,29,47.37,1826.0,2,0,0
2016-07-07,1697.0,15,45.22,1712.0,3,0,0
2016-07-08,2322.0,13,45.37,1780.0,4,0,0
2016-07-09,2089.0,16,45.37,1276.0,5,1,0
2016-07-10,787.0,11,45.37,530.0,6,1,0
2016-07-11,2048.0,13,44.73,1712.0,0,0,0
2016-07-12,1769.0,14,46.82,1648.0,1,0,0
2016-07-13,2332.0,8,44.87,1792.0,2,0,0
2016-07-14,1867.0,6,45.64,1719.0,3,0,0
2016-07-15,2162.0,8,45.93,1673.0,4,0,0
2016-07-16,2301.0,7,45.93,1339.0,5,1,0
2016-07-17,982.0,5,45.93,470.0,6,1,0
2016-07-18,2066.0,9,45.23,1766.0,0,0,0
2016-07-19,1875.0,6,44.64,1749.0,1,0,0
2016-07-20,2086.0,9,44.96,1816.0,2,0,0
2016-07-21,1763.0,6,43.96,1654.0,3,0,0
2016-07-22,2250.0,12,43.41,1798.0,4,0,0
2016-07-23,2025.0,6,43.41,1243.0,5,1,0
2016-07-24,815.0,4,43.41,501.0,6,1,0
2016-07-25,1929.0,6,42.4,1697.0,0,0,0
2016-07-26,1898.0,5,42.16,1615.0,1,0,0
2016-07-27,2166.0,0,41.9,1787.0,2,0,0
2016-07-28,1742.0,9,41.13,1609.0,3,0,0
2016-07-29,1671.0,6,41.54,1734.0,4,0,0
2016-07-30,2286.0,9,41.54,1280.0,5,1,0
2016-07-31,858.0,4,41.54,458.0,6,1,0
2016-08-01,2418.0,10,40.05,1750.0,0,0,0
2016-08-02,1859.0,12,39.5,1705.0,1,0,0
2016-08-03,2411.0,16,40.8,1843.0,2,0,0
2016-08-04,1741.0,24,41.92,1707.0,3,0,0
2016-08-05,2349.0,33,41.83,1814.0,4,0,0
2016-08-06,2206.0,24,41.83,1246.0,5,1,0
2016-08-07,873.0,20,41.83,474.0,6,1,0
2016-08-08,2168.0,28,43.06,1749.0,0,0,0
2016-08-09,2102.0,37,42.78,1662.0,1,0,0
2016-08-10,2135.0,25,41.75,1843.0,2,0,0
2016-08-11,2017.0,22,43.51,1697.0,3,0,0
2016-08-12,1038.0,24,44.47,515.0,4,0,1
2016-08-13,1613.0,29,44.47,1001.0,5,1,0
2016-08-14,743.0,14,44.47,423.0,6,1,0
2016-08-15,2420.0,37,45.72,1776.0,0,0,0
2016-08-16,2010.0,23,46.57,1648.0,1,0,0
2016-08-17,2346.0,34,46.81,1807.0,2,0,0
2016-08-18,1907.0,24,48.2,1580.0,3,0,0
2016-08-19,2218.0,26,48.48,1654.0,4,0,0
2016-08-20,2103.0,30,48.48,1191.0,5,1,0
2016-08-21,893.0,22,48.48,484.0,6,1,0
2016-08-22,2176.0,31,46.8,1682.0,0,0,0
2016-08-23,2123.0,37,47.54,1736.0,1,0,0
2016-08-24,2151.0,27,46.29,1831.0,2,0,0
2016-08-25,1820.0,12,46.97,1600.0,3,0,0
2016-08-26,2030.0,17,47.64,1730.0,4,0,0
2016-08-27,2112.0,14,47.64,1137.0,5,1,0
2016-08-28,944.0,10,47.64,504.0,6,1,0
2016-08-29,1925.0,14,46.97,1631.0,0,0,0
2016-08-30,1990.0,15,46.32,1660.0,1,0,0
2016-08-31,2169.0,17,44.68,1835.0,2,0,0
2016-09-01,2224.0,12,43.17,1783.0,3,0,0
2016-09-02,2418.0,11,44.39,1869.0,4,0,0
2016-09-03,2167.0,11,44.39,1292.0,5,1,0
2016-09-04,921.0,7,44.39,492.0,6,1,0
2016-09-05,2240.0,13,44.39,1697.0,0,0,0
2016-09-06,2391.0,13,44.85,1767.0,1,0,0
2016-09-07,2060.0,10,45.47,1833.0,2,0,0
2016-09-08,1946.0,8,47.63,1672.0,3,0,0
2016-09-09,2451.0,14,45.88,1795.0,4,0,0
2016-09-10,2251.0,8,45.88,1274.0,5,1,0
2016-09-11,864.0,2,45.88,481.0,6,1,0
2016-09-12,2453.0,10,46.28,1741.0,0,0,0
2016-09-13,1942.0,0,44.91,1670.0,1,0,0
2016-09-14,1992.0,6,43.62,1694.0,2,0,0
2016-09-15,1766.0,44,43.85,1658.0,3,0,0
2016-09-16,2414.0,46,43.04,1755.0,4,0,0
2016-09-17,2521.0,54,43.04,1325.0,5,1,0
2016-09-18,1177.0,40,43.04,541.0,6,1,0
2016-09-19,2342.0,48,43.34,1595.0,0,0,0
2016-09-20,2194.0,54,43.85,1729.0,1,0,0
2016-09-21,2159.0,57,45.33,1786.0,2,0,0
2016-09-22,1883.0,50,46.1,1652.0,3,0,0
2016-09-23,2269.0,53,44.36,1779.0,4,0,0
2016-09-24,2340.0,58,44.36,1277.0,5,1,0
2016-09-25,1121.0,42,44.36,502.0,6,1,0
2016-09-26,1957.0,56,45.6,1725.0,0,0,0
2016-09-27,2009.0,55,44.65,1566.0,1,0,0
2016-09-28,2379.0,51,47.07,1724.0,2,0,0
2016-09-29,1805.0,53,47.72,1548.0,3,0,0
2016-09-30,2028.0,54,47.72,1677.0,4,0,0
2016-10-01,2799.0,55,47.72,1341.0,5,1,0
2016-10-02,1277.0,43,47.72,528.0,6,1,0
2016-10-03,2762.0,55,48.8,1794.0,0,0,0
2016-10-04,2624.0,51,48.67,1713.0,1,0,0
2016-10-05,2573.0,54,49.75,1758.0,2,0,0
2016-10-06,2342.0,4,50.44,1719.0,3,0,0
2016-10-07,2081.0,6,49.76,1743.0,4,0,0
2016-10-08,2279.0,6,49.76,1294.0,5,1,0
2016-10-09,1221.0,3,49.76,539.0,6,1,1
2016-10-10,2206.0,5,49.76,1700.0,0,0,0
2016-10-11,1812.0,7,50.72,1654.0,1,0,0
2016-10-12,2584.0,8,50.14,1792.0,2,0,0
2016-10-13,1664.0,5,50.47,1667.0,3,0,0
2016-10-14,2647.0,11,50.35,1809.0,4,0,0
2016-10-15,2212.0,9,50.35,1263.0,5,1,0
2016-10-16,1454.0,5,50.35,583.0,6,1,0
2016-10-17,2490.0,7,49.97,1791.0,0,0,0
2016-10-18,1895.0,9,50.3,1655.0,1,0,0
2016-10-19,2563.0,8,51.59,1785.0,2,0,0
2016-10-20,2176.0,8,50.31,1707.0,3,0,0
2016-10-21,2469.0,14,50.61,1777.0,4,0,0
2016-10-22,2570.0,17,50.61,1323.0,5,1,0
2016-10-23,1106.0,10,50.61,562.0,6,1,0
2016-10-24,1783.0,15,50.18,1589.0,0,0,0
2016-10-25,2090.0,15,49.45,1763.0,1,0,0
2016-10-26,2032.0,47,48.75,1835.0,2,0,0
2016-10-27,2143.0,42,49.71,1701.0,3,0,0
2016-10-28,2576.0,38,48.72,1812.0,4,0,0
2016-10-29,2574.0,45,48.72,1347.0,5,1,0
2016-10-30,1059.0,36,48.72,549.0,6,1,0
2016-10-31,1777.0,45,46.83,1532.0,0,0,0
2016-11-01,3009.0,45,46.66,1805.0,1,0,0
2016-11-02,873.0,43,45.32,505.0,2,0,1
2016-11-03,739.0,36,44.66,445.0,3,0,1
2016-11-04,1637.0,52,44.07,923.0,4,0,1
2016-11-05,1839.0,42,44.07,915.0,5,1,0
2016-11-06,1054.0,43,44.07,478.0,6,1,0
2016-11-07,2538.0,42,44.88,1755.0,0,0,0
2016-11-08,2542.0,46,44.96,1810.0,1,0,0
2016-11-09,3557.0,48,45.2,1918.0,2,0,0
2016-11-10,2251.0,50,44.62,1712.0,3,0,0
2016-11-11,2351.0,43,43.39,1670.0,4,0,0
2016-11-12,2626.0,41,43.39,1448.0,5,1,1
2016-11-13,1221.0,34,43.39,574.0,6,1,0
2016-11-14,2354.0,42,43.29,1814.0,0,0,0
2016-11-15,2231.0,40,45.86,1811.0,1,0,0
2016-11-16,2818.0,55,45.56,1901.0,2,0,0
2016-11-17,2293.0,49,45.37,1732.0,3,0,0
2016-11-18,2229.0,45,45.69,1805.0,4,0,0
2016-11-19,2723.0,50,45.69,1341.0,5,1,0
2016-11-20,1293.0,40,45.69,534.0,6,1,0
2016-11-21,2489.0,56,47.48,1862.0,0,0,0
2016-11-22,2074.0,52,48.07,1825.0,1,0,0
2016-11-23,2385.0,63,46.72,1907.0,2,0,0
2016-11-24,2126.0,65,46.72,1728.0,3,0,0
2016-11-25,2665.0,64,46.72,1833.0,4,0,1
2016-11-26,2669.0,57,46.72,1260.0,5,1,0
2016-11-27,1044.0,51,46.72,545.0,6,1,0
2016-11-28,2655.0,64,45.66,1810.0,0,0,1
2016-11-29,2239.0,49,45.29,1672.0,1,0,0
2016-11-30,3301.0,68,49.41,1903.0,2,0,0
2016-12-01,2647.0,63,51.08,1868.0,3,0,0
2016-12-02,3314.0,65,51.7,1909.0,4,0,0
2016-12-03,2594.0,65,51.7,1215.0,5,1,0
2016-12-04,1316.0,51,51.7,568.0,6,1,0
2016-12-05,2496.0,61,51.72,1887.0,0,0,1
2016-12-06,1037.0,51,50.95,523.0,1,0,1
2016-12-07,3078.0,84,49.85,2004.0,2,0,0
2016-12-08,2378.0,55,50.84,1828.0,3,0,0
2016-12-09,2741.0,58,51.51,1881.0,4,0,0
2016-12-10,2677.0,60,51.51,1376.0,5,1,0
2016-12-11,1181.0,47,51.51,572.0,6,1,0
2016-12-12,2701.0,61,52.74,1847.0,0,0,0
2016-12-13,3153.0,53,52.99,1836.0,1,0,0
2016-12-14,2422.0,60,51.01,2076.0,2,0,0
2016-12-15,2320.0,60,50.9,2039.0,3,0,0
2016-12-16,2312.0,62,51.93,2103.0,4,0,0
2016-12-17,2717.0,57,51.93,1453.0,5,1,0
2016-12-18,1651.0,52,51.93,864.0,6,1,0
2016-12-19,3278.0,61,52.13,2144.0,0,0,0
2016-12-20,2768.0,68,52.22,2221.0,1,0,0
2016-12-21,3146.0,61,51.44,2555.0,2,0,1
2016-12-22,2574.0,63,51.98,2760.0,3,0,1
2016-12-23,2996.0,57,52.01,3023.0,4,0,1
2016-12-24,2576.0,56,52.01,1993.0,5,1,1
2016-12-26,696.0,39,52.01,488.0,0,0,1
2016-12-27,2379.0,56,52.82,1845.0,1,0,0
2016-12-28,2284.0,58,54.01,1834.0,2,0,0
2016-12-29,2054.0,51,53.8,1733.0,3,0,0
2016-12-30,2581.0,49,53.75,2119.0,4,0,0
2016-12-31,2318.0,53,53.75,1526.0,5,1,1
2017-01-01,0.0,0,53.75,0.0,6,1,0
2017-01-02,1434.0,31,53.75,516.0,0,0,1
2017-01-03,3081.0,42,52.36,1946.0,1,0,0
2017-01-04,3039.0,54,53.26,1905.0,2,0,0
2017-01-05,2617.0,32,53.77,1807.0,3,0,0
2017-01-06,2761.0,39,53.98,1856.0,4,0,0
2017-01-07,2503.0,30,53.98,1303.0,5,1,0
2017-01-08,1356.0,32,53.98,558.0,6,1,0
2017-01-09,4100.0,34,51.95,1798.0,0,0,0
